nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Measure	3	2	1
punct	2	1	.	2
root	.	0	Measure	3
nmod:poss	photo	5	your	4
obj	Measure	3	photo	5
cc	notebook	8	and	6
nmod:poss	notebook	8	your	7
conj	photo	5	notebook	8
punct	Measure	3	.	9
nummod	draw	13	4	10
punct	4	10	.	11
advmod	draw	13	Then	12
root	.	9	draw	13
obj	draw	13	everything	14
amod	everything	14	smaller	15
case	paper	19	onto	16
nmod:poss	paper	19	your	17
compound	paper	19	notebook	18
obl	smaller	15	paper	19
punct	draw	13	.	20

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Copy	3	2	1
punct	2	1	.	2
root	.	0	Copy	3
det	thing	5	the	4
obj	Copy	3	thing	5
case	grid	8	under	6
det	grid	8	the	7
obl	Copy	3	grid	8
case	grid	11	on	9
det	grid	11	the	10
obl	Copy	3	grid	11
punct	Copy	3	.	12
nummod	draw	16	4	13
punct	4	13	.	14
advmod	draw	16	Actually	15
root	.	12	draw	16
obj	draw	16	it	17
punct	draw	16	.	18

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Trace	3	2	1
punct	2	1	.	2
root	.	0	Trace	3
case	objects	6	over	4
det	objects	6	the	5
obl	Trace	3	objects	6
case	model	9	on	7
det	model	9	the	8
nmod	objects	6	model	9
punct	Trace	3	.	10
advmod	trace	12	Only	11
root	.	10	trace	12
det	outline	14	the	13
obj	trace	12	outline	14
case	objects	17	of	15
det	objects	17	the	16
nmod	outline	14	objects	17
punct	trace	12	.	18
nummod	Redraw	21	4	19
punct	4	19	.	20
root	.	18	Redraw	21
det	figures	24	the	22
amod	figures	24	traced	23
obj	Redraw	21	figures	24
case	grid	28	on	25
nmod:poss	grid	28	your	26
amod	grid	28	small	27
nmod	figures	24	grid	28
punct	Redraw	21	.	29

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Label	3	2	1
punct	2	1	.	2
root	.	0	Label	3
det	places	5	the	4
obj	Label	3	places	5
case	grid	8	on	6
det	grid	8	the	7
obl	Label	3	grid	8
punct	Label	3	.	9
nummod	label	13	4	10
punct	4	10	.	11
cc	label	13	And	12
root	.	9	label	13
obj	label	13	them	14
cc	color	17	and	15
advmod	color	17	then	16
conj	label	13	color	17
obj	color	17	them	18
punct	label	13	.	19

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Trace	3	2	1
punct	2	1	.	2
root	.	0	Trace	3
det	structures	5	the	4
obj	Trace	3	structures	5
case	grid	9	onto	6
det	grid	9	the	7
compound	grid	9	overlay	8
obl	Trace	3	grid	9
punct	Trace	3	.	10
nummod	Look	13	4	11
punct	4	11	.	12
root	.	10	Look	13
case	grid	17	at	14
det	grid	17	the	15
amod	grid	17	smaller	16
obl	Look	13	grid	17
cc	draw	19	and	18
conj	Look	13	draw	19
det	structures	21	the	20
obj	draw	19	structures	21
case	notebook	24	in	22
det	notebook	24	the	23
obl	draw	19	notebook	24
punct	Look	13	.	25

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Get	3	2	1
punct	2	1	.	2
root	.	0	Get	3
det	utensil	6	a	4
compound	utensil	6	writing	5
obj	Get	3	utensil	6
punct	Get	3	.	7
nummod	Trace	10	4	8
punct	4	8	.	9
root	.	7	Trace	10
det	model	12	the	11
obj	Trace	10	model	12
punct	Trace	10	.	13

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Copy	3	2	1
punct	2	1	.	2
root	.	0	Copy	3
det	pitcher	5	the	4
obj	Copy	3	pitcher	5
case	paper	9	onto	6
det	paper	9	the	7
compound	paper	9	grid	8
obl	Copy	3	paper	9
punct	Copy	3	.	10
nummod	Make	13	4	11
punct	4	11	.	12
root	.	10	Make	13
det	model	16	a	14
amod	model	16	little	15
obj	Make	13	model	16
nsubj	flat	21	that	17
aux	flat	21	could	18
advmod	flat	21	maybe	19
cop	flat	21	be	20
acl:relcl	model	16	flat	21
advmod	pop	23	then	22
parataxis	Make	13	pop	23
compound:prt	pop	23	up	24
punct	Make	13	.	25

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Put	3	2	1
punct	2	1	.	2
root	.	0	Put	3
obj	Put	3	everything	4
case	scale	6	on	5
obl	Put	3	scale	6
cc	draw	8	and	7
conj	Put	3	draw	8
det	map	10	a	9
obj	draw	8	map	10
punct	Put	3	.	11
nummod	Draw	14	4	12
punct	4	12	.	13
root	.	11	Draw	14
det	map	16	the	15
obj	Draw	14	map	16
mark	look	18	to	17
advcl	Draw	14	look	18
case	one	22	like	19
det	one	22	the	20
amod	one	22	previous	21
obl	look	18	one	22
punct	Draw	14	.	23

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Draw	3	2	1
punct	2	1	.	2
root	.	0	Draw	3
obj	Draw	3	everything	4
case	map	8	on	5
det	map	8	the	6
amod	map	8	big	7
obl	Draw	3	map	8
case	grid	12	on	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	map	8	grid	12
punct	Draw	3	.	13
nummod	Copy	16	4	14
punct	4	14	.	15
root	.	13	Copy	16
det	drawings	18	the	17
obj	Copy	16	drawings	18
case	grid	22	from	19
det	grid	22	the	20
compound	grid	22	overlay	21
obl	Copy	16	grid	22
case	grid	26	on	23
case	grid	26	to	24
det	grid	26	the	25
obl	Copy	16	grid	26
case	paper	30	on	27
nmod:poss	paper	30	your	28
compound	paper	30	notebook	29
nmod	grid	26	paper	30
punct	Copy	16	.	31

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	get	5	2	1
punct	2	1	.	2
nsubj	get	5	He	3
aux	get	5	can	4
root	.	0	get	5
det	picture	8	a	6
amod	picture	8	smaller	7
obj	get	5	picture	8
case	neighbor	11	of	9
nmod:poss	neighbor	11	his	10
nmod	picture	8	neighbor	11
punct	get	5	.	12

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Draw	3	2	1
punct	2	1	.	2
root	.	0	Draw	3
obj	Draw	3	where	4
nsubj	where	4	everything	5
cop	where	4	is	6
punct	overlay	10	,	7
case	overlay	10	on	8
det	overlay	10	the	9
obl	Draw	3	overlay	10
punct	Draw	3	.	11
nummod	Try	14	4	12
punct	4	12	.	13
root	.	11	Try	14
mark	copy	16	to	15
xcomp	Try	14	copy	16
det	locations	19	the	17
amod	locations	19	exact	18
obj	copy	16	locations	19
case	grid	23	as	20
det	grid	23	the	21
amod	grid	23	higher	22
obl	copy	16	grid	23
case	grid	27	on	24
det	grid	27	the	25
amod	grid	27	smaller	26
nmod	grid	23	grid	27
punct	Try	14	.	28

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Use	3	2	1
punct	2	1	.	2
root	.	0	Use	3
det	blocks	5	the	4
obj	Use	3	blocks	5
cc	draw	7	and	6
conj	Use	3	draw	7
det	picture	9	the	8
obj	draw	7	picture	9
case	blocks	12	on	10
det	blocks	12	the	11
obl	draw	7	blocks	12
case	sheet	16	of	13
det	sheet	16	the	14
compound	sheet	16	overlay	15
nmod	blocks	12	sheet	16
punct	Use	3	.	17
nummod	Draw	20	4	18
punct	4	18	.	19
root	.	17	Draw	20
obj	Draw	20	what	21
nsubj	have	23	you	22
acl:relcl	what	21	have	23
case	sheet	26	on	24
det	sheet	26	that	25
obl	have	23	sheet	26
nsubj	did	29	you	27
advmod	did	29	just	28
ccomp	Draw	20	did	29
case	notebook	32	in	30
nmod:poss	notebook	32	your	31
obl	did	29	notebook	32
punct	Draw	20	.	33

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Trace	3	2	1
punct	2	1	.	2
root	.	0	Trace	3
compound:prt	Trace	3	over	4
case	marker	6	with	5
obl	Trace	3	marker	6
case	overlay	8	on	7
obl	Trace	3	overlay	8
punct	Trace	3	.	9
nummod	draw	13	4	10
punct	4	10	.	11
advmod	draw	13	Then	12
root	.	9	draw	13
obj	draw	13	what	14
cop	overlay	18	is	15
case	overlay	18	on	16
nmod:poss	overlay	18	your	17
acl:relcl	what	14	overlay	18
case	pencil	20	in	19
nmod	overlay	18	pencil	20
case	notebook	23	in	21
nmod:poss	notebook	23	your	22
nmod	pencil	20	notebook	23
punct	draw	13	.	24

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	See	3	2	1
punct	2	1	.	2
root	.	0	See	3
mark	much	5	how	4
amod	cubes	7	much	5
amod	cubes	7	square	6
nsubj	fit	12	cubes	7
case	grid	11	on	8
det	grid	11	the	9
compound	grid	11	overlay	10
nmod	cubes	7	grid	11
ccomp	See	3	fit	12
case	photograph	15	in	13
det	photograph	15	the	14
obl	fit	12	photograph	15
punct	See	3	.	16
nummod	Count	19	2	17
punct	2	17	.	18
root	.	16	Count	19
mark	much	21	how	20
amod	fits	22	much	21
obj	Count	19	fits	22
case	cubes	26	in	23
det	cubes	26	the	24
amod	cubes	26	smaller	25
nmod	fits	22	cubes	26
punct	Count	19	.	27

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	draw	4	2	1
punct	2	1	.	2
advmod	draw	4	Then	3
root	.	0	draw	4
obj	draw	4	all	5
case	it	7	of	6
nmod	all	5	it	7
case	grid	10	on	8
det	grid	10	the	9
obl	draw	4	grid	10
punct	draw	4	.	11
nummod	fix	15	4	12
punct	4	12	.	13
advmod	fix	15	Then	14
root	.	11	fix	15
det:predet	problems	19	all	16
det	problems	19	the	17
amod	problems	19	little	18
obj	fix	15	problems	19
case	it	21	with	20
obl	fix	15	it	21
punct	fix	15	.	22

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	use	5	2	1
punct	2	1	.	2
advmod	use	5	Then	3
nsubj	use	5	you	4
root	.	0	use	5
det	marker	7	a	6
obj	use	5	marker	7
mark	trace	9	to	8
acl	marker	7	trace	9
det	items	11	the	10
obj	trace	9	items	11
case	map	14	on	12
det	map	14	the	13
obl	trace	9	map	14
punct	use	5	.	15
nummod	Do	18	4	16
punct	4	16	.	17
root	.	15	Do	18
obj	Do	18	it	19
advmod	Do	18	again	20
advmod	color	22	then	21
parataxis	Do	18	color	22
obj	color	22	what	23
nsubj	did	25	you	24
acl:relcl	what	23	did	25
punct	Do	18	.	26

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Draw	3	2	1
punct	2	1	.	2
root	.	0	Draw	3
det	grid	6	a	4
compound	grid	6	overlay	5
obj	Draw	3	grid	6
punct	Draw	3	.	7
nummod	Draw	10	4	8
punct	4	8	.	9
root	.	7	Draw	10
det	grid	13	a	11
compound	grid	13	map	12
obj	Draw	10	grid	13
punct	Draw	10	.	14

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Draw	3	2	1
punct	2	1	.	2
root	.	0	Draw	3
obj	Draw	3	what	4
nsubj	looks	6	it	5
acl:relcl	what	4	looks	6
obl	looks	6	like	7
case	top	10	from	8
det	top	10	the	9
obl	looks	6	top	10
punct	Draw	3	.	11
nummod	Make	14	4	12
punct	4	12	.	13
root	.	11	Make	14
det	buildings	17	the	15
compound	buildings	17	neighborhood	16
obj	Make	14	buildings	17
cc	object	20	and	18
amod	object	20	other	19
conj	buildings	17	object	20
amod	buildings	17	smaller	21
punct	Make	14	.	22

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Put	3	2	1
punct	2	1	.	2
root	.	0	Put	3
obj	Put	3	something	4
case	sides	7	on	5
det	sides	7	the	6
obl	Put	3	sides	7
case	grid	10	of	8
det	grid	10	the	9
nmod	sides	7	grid	10
mark	hold	12	to	11
advcl	Put	3	hold	12
obj	hold	12	it	13
compound:prt	hold	12	down	14
punct	Put	3	.	15
nummod	color	19	4	16
punct	4	16	.	17
advmod	color	19	Then	18
root	.	15	color	19
obj	color	19	it	20
punct	color	19	.	21

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Draw	3	2	1
punct	2	1	.	2
root	.	0	Draw	3
obj	Draw	3	it	4
xcomp	Draw	3	smaller	5
mark	is	9	than	6
nsubj	is	9	it	7
advmod	is	9	really	8
advcl	smaller	5	is	9
punct	Draw	3	.	10
nummod	Take	13	4	11
punct	4	11	.	12
root	.	10	Take	13
det	picture	17	a	14
amod	picture	17	farther	15
amod	picture	17	away	16
obj	Take	13	picture	17
advmod	small	21	so	18
nsubj	small	21	it	19
cop	small	21	is	20
advcl	Take	13	small	21
advmod	small	21	enough	22
mark	fit	26	so	23
nsubj	fit	26	it	24
aux	fit	26	can	25
advcl	Take	13	fit	26
case	notebooks	29	in	27
nmod:poss	notebooks	29	your	28
obl	fit	26	notebooks	29
punct	Take	13	.	30

nummod	Trace	3	2	1
punct	2	1	:	2
root	.	0	Trace	3
det	features	5	the	4
obj	Trace	3	features	5
case	photograph	8	from	6
det	photograph	8	the	7
nmod	features	5	photograph	8
case	grid	12	onto	9
det	grid	12	the	10
compound	grid	12	overlay	11
nmod	photograph	8	grid	12
punct	Trace	3	.	13
nummod	Transfer	16	4	14
punct	4	14	:	15
root	.	13	Transfer	16
det	features	18	the	17
obj	Transfer	16	features	18
case	squares	22	to	19
det	squares	22	the	20
compound	squares	22	matching	21
obl	Transfer	16	squares	22
case	grid	26	on	23
det	grid	26	the	24
amod	grid	26	smaller	25
nmod	squares	22	grid	26
case	notebook	29	in	27
nmod:poss	notebook	29	your	28
nmod	grid	26	notebook	29
punct	Transfer	16	.	30

nummod	Trace	3	2	1
punct	2	1	.	2
root	.	0	Trace	3
det	neighborhood	5	the	4
obj	Trace	3	neighborhood	5
punct	Trace	3	.	6
nummod	Transfer	9	4	7
punct	4	7	.	8
root	.	6	Transfer	9
obj	Transfer	9	it	10
punct	Transfer	9	.	11

compound	materials	2	Earth	1
nsubj	erode	3	materials	2
root	.	0	erode	3
cc	carried	6	and	4
aux:pass	carried	6	are	5
conj	erode	3	carried	6
mark	flowing	8	by	7
advcl	carried	6	flowing	8
obj	flowing	8	water	9
punct	river	12	(	10
det	river	12	a	11
appos	water	9	river	12
punct	river	12	)	13
punct	erode	3	.	14
det	materials	17	The	15
compound	materials	17	earth	16
nsubj	form	18	materials	17
root	.	14	form	18
det	delta	20	a	19
obj	form	18	delta	20
mark	dropped	25	when	21
det	materials	23	the	22
nsubj:pass	dropped	25	materials	23
aux:pass	dropped	25	are	24
advcl	form	18	dropped	25
compound:prt	dropped	25	off	26
